Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,Brandsen,Coronel Brandsen,DIAL UP,6119050,1424
BUENOS AIRES,Brandsen,Coronel Brandsen,FIBRA OPTICA,6119050,22
BUENOS AIRES,Brandsen,Coronel Brandsen,Otros,6119050,291
BUENOS AIRES,Brandsen,Coronel Brandsen,WIRELESS,6119050,142
BUENOS AIRES,Brandsen,Jeppener,ADSL,6119070,161
BUENOS AIRES,Brandsen,Jeppener,FIBRA OPTICA,6119070,8
BUENOS AIRES,Campana,Alto Los Cardales,FIBRA OPTICA,6126010,2016
BUENOS AIRES,Campana,Alto Los Cardales,WIRELESS,6126010,40
BUENOS AIRES,Campana,Barrio Los Pioneros,WIRELESS,6126020,10162
BUENOS AIRES,Campana,Campana,ADSL,6126030,1
BUENOS AIRES,Campana,Campana,CABLEMODEM,6126030,10428
BUENOS AIRES,Campana,Campana,DIAL UP,6126030,1222
BUENOS AIRES,Campana,Campana,FIBRA OPTICA,6126030,4850
BUENOS AIRES,Campana,Campana,Otros,6126030,162
BUENOS AIRES,Campana,Campana,SATELITAL,6126030,49
BUENOS AIRES,Campana,Campana,WIRELESS,6126030,3
BUENOS AIRES,Campana,Chacras Del Río Luján,WIRELESS,6126035,108
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),CABLEMODEM,6126040,286
BUENOS AIRES,Cañuelas,Alejandro Petión,ADSL,6134010,35
BUENOS AIRES,Cañuelas,Alejandro Petión,CABLEMODEM,6134010,480
BUENOS AIRES,Cañuelas,Alejandro Petión,DIAL UP,6134010,33
BUENOS AIRES,Cañuelas,Alejandro Petión,WIRELESS,6134010,10975
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,WIRELESS,6134030,4
BUENOS AIRES,Cañuelas,Barrio El Taladro,FIBRA OPTICA,6134020,949
BUENOS AIRES,Cañuelas,Cañuelas,ADSL,6134030,1739
BUENOS AIRES,Cañuelas,Cañuelas,CABLEMODEM,6134030,181
BUENOS AIRES,Cañuelas,Cañuelas,DIAL UP,6134030,1
BUENOS AIRES,Cañuelas,Cañuelas,FIBRA OPTICA,6134030,1639
BUENOS AIRES,Cañuelas,Cañuelas,SATELITAL,6134030,4503
BUENOS AIRES,Cañuelas,Cañuelas,WIRELESS,6134030,1
BUENOS AIRES,Cañuelas,Gobernador Udaondo,FIBRA OPTICA,6134040,2889
BUENOS AIRES,Cañuelas,Gobernador Udaondo,WIRELESS,6134040,4858
BUENOS AIRES,Cañuelas,Máximo Paz,CABLEMODEM,6134050,26
BUENOS AIRES,Cañuelas,Máximo Paz,FIBRA OPTICA,6134050,26
BUENOS AIRES,Cañuelas,Máximo Paz,WIRELESS,6134050,246
BUENOS AIRES,Cañuelas,Santa Rosa,SATELITAL,6134060,200
BUENOS AIRES,Cañuelas,Santa Rosa,WIRELESS,6134060,1213
BUENOS AIRES,Cañuelas,Uribelarrea,ADSL,6134070,10
BUENOS AIRES,Cañuelas,Uribelarrea,FIBRA OPTICA,6134070,389
BUENOS AIRES,Cañuelas,Uribelarrea,WIRELESS,6134070,1943
BUENOS AIRES,Cañuelas,Vicente Casares,ADSL,6134080,23495
BUENOS AIRES,Cañuelas,Vicente Casares,DIAL UP,6134080,2
BUENOS AIRES,Cañuelas,Vicente Casares,WIRELESS,6134080,1
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,ADSL,6140010,2068
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,CABLEMODEM,6140010,679
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,FIBRA OPTICA,6140010,13189
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,WIRELESS,6140010,3501
BUENOS AIRES,Capitán Sarmiento,La Luisa,WIRELESS,6140020,44916
BUENOS AIRES,Carlos Casares,Bellocq,DIAL UP,6147010,8
BUENOS AIRES,Carlos Casares,Cadret,Otros,6147020,7465
BUENOS AIRES,Carlos Casares,Cadret,WIRELESS,6147020,10159
BUENOS AIRES,Carlos Casares,Carlos Casares,ADSL,6147030,2619
BUENOS AIRES,Carlos Casares,Carlos Casares,CABLEMODEM,6147030,1570
BUENOS AIRES,Carlos Casares,Carlos Casares,DIAL UP,6147030,1543
BUENOS AIRES,Carlos Casares,Carlos Casares,FIBRA OPTICA,6147030,2049
BUENOS AIRES,Carlos Casares,Carlos Casares,WIRELESS,6147030,3065
BUENOS AIRES,Carlos Casares,La Sofía,WIRELESS,6147060,143
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,WIRELESS,6147070,1187
BUENOS AIRES,Carlos Casares,Moctezuma,WIRELESS,6147080,14931
BUENOS AIRES,Carlos Casares,Santo Tomás,WIRELESS,6147095,3
BUENOS AIRES,Carlos Casares,Smith,WIRELESS,6147100,2243
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,ADSL,6154010,1
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,CABLEMODEM,6154010,1536
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,DIAL UP,6154010,6196
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,FIBRA OPTICA,6154010,14
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,WIRELESS,6154010,28188
BUENOS AIRES,Carlos Tejedor,Colonia Seré,FIBRA OPTICA,6154020,3628
BUENOS AIRES,Carlos Tejedor,Colonia Seré,WIRELESS,6154020,23820
BUENOS AIRES,Carlos Tejedor,Curarú,WIRELESS,6154030,6
BUENOS AIRES,Carlos Tejedor,Timote,WIRELESS,6154040,1601
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),SATELITAL,6154050,62
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),WIRELESS,6154050,1
BUENOS AIRES,Carmen de Areco,Carmen de Areco,ADSL,6161010,2098
BUENOS AIRES,Carmen de Areco,Carmen de Areco,CABLEMODEM,6161010,591
BUENOS AIRES,Carmen de Areco,Carmen de Areco,DIAL UP,6161010,185
BUENOS AIRES,Carmen de Areco,Carmen de Areco,FIBRA OPTICA,6161010,2327
BUENOS AIRES,Carmen de Areco,Carmen de Areco,Otros,6161010,3
BUENOS AIRES,Carmen de Areco,Carmen de Areco,WIRELESS,6161010,10
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,WIRELESS,6161020,95
BUENOS AIRES,Carmen de Areco,Tres Sargentos,WIRELESS,6161030,6
BUENOS AIRES,Castelli,Castelli,ADSL,6168010,516
BUENOS AIRES,Castelli,Castelli,CABLEMODEM,6168010,209
BUENOS AIRES,Castelli,Castelli,FIBRA OPTICA,6168010,5193
BUENOS AIRES,Castelli,Castelli,SATELITAL,6168010,9
BUENOS AIRES,Castelli,Castelli,WIRELESS,6168010,9
BUENOS AIRES,Castelli,Centro Guerrero,FIBRA OPTICA,6168020,6119
BUENOS AIRES,Castelli,Centro Guerrero,WIRELESS,6168020,0
BUENOS AIRES,Castelli,Cerro De La Gloria,FIBRA OPTICA,6168030,137
BUENOS AIRES,Chacabuco,Castilla,WIRELESS,6210010,181
BUENOS AIRES,Chacabuco,Chacabuco,ADSL,6210020,244
BUENOS AIRES,Chacabuco,Chacabuco,CABLEMODEM,6210020,35
BUENOS AIRES,Chacabuco,Chacabuco,DIAL UP,6210020,1
BUENOS AIRES,Chacabuco,Chacabuco,FIBRA OPTICA,6210020,37326
BUENOS AIRES,Chacabuco,Chacabuco,WIRELESS,6210020,1211
BUENOS AIRES,Chacabuco,O'Higgins,ADSL,6210040,11407
BUENOS AIRES,Chacabuco,O'Higgins,FIBRA OPTICA,6210040,85
BUENOS AIRES,Chacabuco,O'Higgins,WIRELESS,6210040,2
BUENOS AIRES,Chacabuco,Rawson,ADSL,6210050,592
BUENOS AIRES,Chacabuco,Rawson,FIBRA OPTICA,6210050,4501
BUENOS AIRES,Chacabuco,Rawson,Otros,6210050,341
BUENOS AIRES,Chacabuco,Rawson,WIRELESS,6210050,9080
BUENOS AIRES,Chascomús,Barrio San Cayetano,FIBRA OPTICA,6217020,15357
BUENOS AIRES,Chascomús,Chascomús,ADSL,6217010,43
BUENOS AIRES,Chascomús,Chascomús,CABLEMODEM,6217010,22
BUENOS AIRES,Chascomús,Chascomús,DIAL UP,6217010,377
BUENOS AIRES,Chascomús,Chascomús,FIBRA OPTICA,6217010,8
BUENOS AIRES,Chascomús,Chascomús,SATELITAL,6217010,394
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),ADSL,6217020,10699
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),CABLEMODEM,6217020,1584
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),FIBRA OPTICA,6217020,8838
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),WIMAX,6217020,104994
BUENOS AIRES,Chivilcoy,Benitez,WIRELESS,6224005,10779
BUENOS AIRES,Chivilcoy,Chivilcoy,ADSL,6224010,1
BUENOS AIRES,Chivilcoy,Chivilcoy,CABLEMODEM,6224010,1083
BUENOS AIRES,Chivilcoy,Chivilcoy,DIAL UP,6224010,558
BUENOS AIRES,Chivilcoy,Chivilcoy,FIBRA OPTICA,6224010,4
BUENOS AIRES,Chivilcoy,Chivilcoy,SATELITAL,6224010,1348
BUENOS AIRES,Chivilcoy,Chivilcoy,WIRELESS,6224010,2
BUENOS AIRES,Chivilcoy,Emilio Ayarza,WIRELESS,6224020,31890
BUENOS AIRES,Chivilcoy,Gorostiaga,ADSL,6224030,3034
BUENOS AIRES,Chivilcoy,Gorostiaga,WIRELESS,6224030,2208
BUENOS AIRES,Chivilcoy,La Rica,ADSL,6224040,1
BUENOS AIRES,Chivilcoy,La Rica,Otros,6224040,537
BUENOS AIRES,Chivilcoy,La Rica,WIRELESS,6224040,1
BUENOS AIRES,Chivilcoy,Moquehuá,CABLEMODEM,6224050,155
BUENOS AIRES,Chivilcoy,Moquehuá,FIBRA OPTICA,6224050,13877
BUENOS AIRES,Chivilcoy,Moquehuá,WIRELESS,6224050,52889
BUENOS AIRES,Chivilcoy,Ramón Biaus,ADSL,6224060,13189
BUENOS AIRES,Chivilcoy,Ramón Biaus,WIRELESS,6224060,5561
BUENOS AIRES,Chivilcoy,San Sebastián,ADSL,6224070,20
BUENOS AIRES,Chivilcoy,San Sebastián,WIRELESS,6224070,6454
BUENOS AIRES,Colón,Colón,ADSL,6175010,1237
BUENOS AIRES,Colón,Colón,CABLEMODEM,6175010,4178
BUENOS AIRES,Colón,Colón,FIBRA OPTICA,6175010,86
BUENOS AIRES,Colón,Colón,WIRELESS,6175010,1762
BUENOS AIRES,Colón,Sarasa,WIRELESS,6175040,75
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,FIBRA OPTICA,6182010,661
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,WIRELESS,6182010,19102
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,SATELITAL,6182020,11
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,WIRELESS,6182025,737
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),ADSL,6182030,2
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),CABLEMODEM,6182030,2
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),DIAL UP,6182030,4093
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),FIBRA OPTICA,6182030,1
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),SATELITAL,6182030,4
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,FIBRA OPTICA,6182030,7855
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),FIBRA OPTICA,6182050,5092
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,FIBRA OPTICA,6189020,71
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,ADSL,6189030,198
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,CABLEMODEM,6189030,8126
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,DIAL UP,6189030,19086
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,FIBRA OPTICA,6189030,1027
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,WIRELESS,6189030,25897
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),FIBRA OPTICA,6189040,5
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),WIRELESS,6189040,3698
BUENOS AIRES,Coronel Dorrego,Oriente,FIBRA OPTICA,6189070,255
BUENOS AIRES,Coronel Dorrego,Oriente,WIRELESS,6189070,38297
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),ADSL,6196010,3170
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),CABLEMODEM,6196010,1
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),DIAL UP,6196010,52864
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),FIBRA OPTICA,6196010,1047
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),WIRELESS,6196010,1237
BUENOS AIRES,Coronel Pringles,Indio Rico,DIAL UP,6196040,4
BUENOS AIRES,Coronel Pringles,Indio Rico,FIBRA OPTICA,6196040,28
BUENOS AIRES,Coronel Pringles,Indio Rico,WIRELESS,6196040,47
BUENOS AIRES,Coronel Suárez,Coronel Suárez,ADSL,6203020,2005
BUENOS AIRES,Coronel Suárez,Coronel Suárez,CABLEMODEM,6203020,11019
BUENOS AIRES,Coronel Suárez,Coronel Suárez,DIAL UP,6203020,6577
BUENOS AIRES,Coronel Suárez,Coronel Suárez,FIBRA OPTICA,6203020,1705
BUENOS AIRES,Coronel Suárez,Coronel Suárez,WIRELESS,6203020,29
BUENOS AIRES,Coronel Suárez,Huanguelén,DIAL UP,6203050,4453
BUENOS AIRES,Coronel Suárez,Huanguelén,FIBRA OPTICA,6203050,9027
BUENOS AIRES,Coronel Suárez,Huanguelén,WIRELESS,6203050,19
BUENOS AIRES,Coronel Suárez,Pasman,WIRELESS,6203060,7
BUENOS AIRES,Coronel Suárez,San José,CABLEMODEM,6203070,492
BUENOS AIRES,Coronel Suárez,San José,FIBRA OPTICA,6203070,3096
BUENOS AIRES,Coronel Suárez,Santa María,CABLEMODEM,6203080,116
BUENOS AIRES,Coronel Suárez,Santa María,FIBRA OPTICA,6203080,532
BUENOS AIRES,Coronel Suárez,Santa Trinidad,CABLEMODEM,6203090,8439
BUENOS AIRES,Coronel Suárez,Santa Trinidad,FIBRA OPTICA,6203090,7113
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,CABLEMODEM,6203100,1626
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,FIBRA OPTICA,6203100,62
BUENOS AIRES,Daireaux,Daireaux,ADSL,6231030,1
BUENOS AIRES,Daireaux,Daireaux,Otros,6231030,458
BUENOS AIRES,Daireaux,Daireaux,SATELITAL,6231030,1
BUENOS AIRES,Daireaux,Daireaux,WIRELESS,6231030,66
BUENOS AIRES,Daireaux,Salazar,WIRELESS,6231060,2389
BUENOS AIRES,Dolores,Dolores,ADSL,6238010,19890
BUENOS AIRES,Dolores,Dolores,CABLEMODEM,6238010,259
BUENOS AIRES,Dolores,Dolores,DIAL UP,6238010,2
BUENOS AIRES,Dolores,Dolores,FIBRA OPTICA,6238010,3882
BUENOS AIRES,Dolores,Dolores,WIMAX,6238010,7
BUENOS AIRES,Dolores,Sevigne,WIRELESS,6238020,602
BUENOS AIRES,Ensenada,Ensenada,ADSL,6245010,5148
BUENOS AIRES,Ensenada,Ensenada,CABLEMODEM,6245010,5231
BUENOS AIRES,Ensenada,Ensenada,DIAL UP,6245010,82
BUENOS AIRES,Ensenada,Ensenada,FIBRA OPTICA,6245010,25787
BUENOS AIRES,Ensenada,Ensenada,Otros,6245010,1
BUENOS AIRES,Ensenada,Ensenada,WIRELESS,6245010,7775
BUENOS AIRES,Ensenada,Villa Catela,WIRELESS,6245010,4
BUENOS AIRES,Escobar,Belen de Escobar,ADSL,6252010,246
BUENOS AIRES,Escobar,Belen de Escobar,Cablemodem,6252010,14760
BUENOS AIRES,Escobar,Belen de Escobar,DIAL UP,6252010,5986
BUENOS AIRES,Escobar,Belen de Escobar,FIBRA OPTICA,6252010,10737
BUENOS AIRES,Escobar,Belen de Escobar,OTROS,6252010,1559
BUENOS AIRES,Escobar,Belen de Escobar,SATELITAL,6252010,31037
BUENOS AIRES,Escobar,Belen de Escobar,WIRELESS,6252010,8422
BUENOS AIRES,Escobar,El Cazador,CABLEMODEM,6252010,1438
BUENOS AIRES,Escobar,El Cazador,FIBRA OPTICA,6252010,3
BUENOS AIRES,Escobar,Garín,ADSL,6252010,2
BUENOS AIRES,Escobar,Garín,CABLEMODEM,6252010,115
BUENOS AIRES,Escobar,Garín,DIAL UP,6252010,306
BUENOS AIRES,Escobar,Garín,FIBRA OPTICA,6252010,26
BUENOS AIRES,Escobar,Garín,Otros,6252010,501
BUENOS AIRES,Escobar,Garín,SATELITAL,6252010,110
BUENOS AIRES,Escobar,Garín,WIRELESS,6252010,33
BUENOS AIRES,Escobar,Ingeniero Maschwitz,ADSL,6252010,10057
BUENOS AIRES,Escobar,Ingeniero Maschwitz,CABLEMODEM,6252010,952
BUENOS AIRES,Escobar,Ingeniero Maschwitz,DIAL UP,6252010,463
BUENOS AIRES,Escobar,Ingeniero Maschwitz,FIBRA OPTICA,6252010,2
BUENOS AIRES,Escobar,Ingeniero Maschwitz,Otros,6252010,268
BUENOS AIRES,Escobar,Ingeniero Maschwitz,WIRELESS,6252010,9896
BUENOS AIRES,Escobar,Loma Verde,FIBRA OPTICA,6252010,844
BUENOS AIRES,Escobar,Maquinista F. Savio (este),ADSL,6252010,40
BUENOS AIRES,Escobar,Maquinista F. Savio (este),CABLEMODEM,6252010,11090
BUENOS AIRES,Escobar,Maquinista F. Savio (este),FIBRA OPTICA,6252010,233
BUENOS AIRES,Escobar,Maquinista F. Savio (este),Otros,6252010,16834
BUENOS AIRES,Escobar,Maquinista F. Savio (este),WIRELESS,6252010,2136
BUENOS AIRES,Escobar,Matheu,ADSL,6252010,89
BUENOS AIRES,Escobar,Matheu,CABLEMODEM,6252010,7620
BUENOS AIRES,Escobar,Matheu,DIAL UP,6252010,6811
BUENOS AIRES,Escobar,Matheu,FIBRA OPTICA,6252010,1219
BUENOS AIRES,Escobar,Matheu,Otros,6252010,294
BUENOS AIRES,Escobar,Matheu,SATELITAL,6252010,534
BUENOS AIRES,Escobar,Matheu,WIRELESS,6252010,18
BUENOS AIRES,Esteban Echeverría,9 De Abril,ADSL,6260010,8577
BUENOS AIRES,Esteban Echeverría,9 De Abril,CABLEMODEM,6260010,691
BUENOS AIRES,Esteban Echeverría,9 De Abril,DIAL UP,6260010,16242
BUENOS AIRES,Esteban Echeverría,9 De Abril,FIBRA OPTICA,6260010,259
BUENOS AIRES,Esteban Echeverría,9 De Abril,Otros,6260010,36
BUENOS AIRES,Esteban Echeverría,9 De Abril,WIRELESS,6260010,6701
BUENOS AIRES,Esteban Echeverría,Canning,ADSL,6260010,22247
BUENOS AIRES,Esteban Echeverría,Canning,CABLEMODEM,6260010,78
BUENOS AIRES,Esteban Echeverría,Canning,FIBRA OPTICA,6260010,7796
BUENOS AIRES,Esteban Echeverría,Canning,Otros,6260010,4
BUENOS AIRES,Esteban Echeverría,Canning,WIRELESS,6260010,5391
BUENOS AIRES,Esteban Echeverría,El Jagüel,CABLEMODEM,6260010,34
BUENOS AIRES,Esteban Echeverría,El Jagüel,FIBRA OPTICA,6260010,15564
BUENOS AIRES,Esteban Echeverría,El Jagüel,Otros,6260010,17892
BUENOS AIRES,Esteban Echeverría,El Jagüel,SATELITAL,6260010,33
BUENOS AIRES,Esteban Echeverría,El Jagüel,WIRELESS,6260010,8
BUENOS AIRES,Esteban Echeverría,Luis Guillón,ADSL,6260010,4
BUENOS AIRES,Esteban Echeverría,Luis Guillón,CABLEMODEM,6260010,330
BUENOS AIRES,Esteban Echeverría,Luis Guillón,DIAL UP,6260010,1
BUENOS AIRES,Esteban Echeverría,Luis Guillón,FIBRA OPTICA,6260010,6914
BUENOS AIRES,Esteban Echeverría,Luis Guillón,Otros,6260010,458
BUENOS AIRES,Esteban Echeverría,Luis Guillón,WIRELESS,6260010,1
BUENOS AIRES,Esteban Echeverría,Monte Grande,ADSL,6260010,47
BUENOS AIRES,Esteban Echeverría,Monte Grande,CABLEMODEM,6260010,1543
BUENOS AIRES,Esteban Echeverría,Monte Grande,DIAL UP,6260010,1350
BUENOS AIRES,Esteban Echeverría,Monte Grande,FIBRA OPTICA,6260010,1181
BUENOS AIRES,Esteban Echeverría,Monte Grande,Otros,6260010,5187
BUENOS AIRES,Esteban Echeverría,Monte Grande,SATELITAL,6260010,73
BUENOS AIRES,Esteban Echeverría,Monte Grande,WIRELESS,6260010,8039
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,ADSL,6260010,521
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,WIRELESS,6260010,1
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,WIRELESS,6266010,1
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),ADSL,6266020,5303
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),DIAL UP,6266020,50
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),FIBRA OPTICA,6266020,1441
BUENOS AIRES,Exaltación de la Cruz,El Remanso,ADSL,6266030,3
BUENOS AIRES,Exaltación de la Cruz,El Remanso,FIBRA OPTICA,6266030,6541
BUENOS AIRES,Exaltación de la Cruz,El Remanso,WIRELESS,6266030,852
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,CABLEMODEM,6266040,88
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,DIAL UP,6266040,35
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,FIBRA OPTICA,6266040,41
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,SATELITAL,6266040,55478
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,WIRELESS,6266040,41068
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,WIRELESS,6266050,5806
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,ADSL,6266060,1176
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,FIBRA OPTICA,6266060,36
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,WIRELESS,6266060,82
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,ADSL,6270010,28478
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,DIAL UP,6270010,29203
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,FIBRA OPTICA,6270010,1
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,SATELITAL,6270010,3955
BUENOS AIRES,Ezeiza,Canning,ADSL,6270010,253
BUENOS AIRES,Ezeiza,Canning,CABLEMODEM,6270010,6
BUENOS AIRES,Ezeiza,Canning,DIAL UP,6270010,597
BUENOS AIRES,Ezeiza,Canning,FIBRA OPTICA,6270010,4404
BUENOS AIRES,Ezeiza,Canning,Otros,6270010,86
BUENOS AIRES,Ezeiza,Canning,WIRELESS,6270010,2038
BUENOS AIRES,Ezeiza,Carlos Spegazzini,ADSL,6270010,11
BUENOS AIRES,Ezeiza,Carlos Spegazzini,CABLEMODEM,6270010,9836
BUENOS AIRES,Ezeiza,Carlos Spegazzini,DIAL UP,6270010,4
BUENOS AIRES,Ezeiza,Carlos Spegazzini,FIBRA OPTICA,6270010,606
BUENOS AIRES,Ezeiza,Carlos Spegazzini,SATELITAL,6270010,9158
BUENOS AIRES,Ezeiza,Carlos Spegazzini,WIRELESS,6270010,11509
BUENOS AIRES,Ezeiza,José Maria Ezeiza,ADSL,6270010,1
BUENOS AIRES,Ezeiza,José Maria Ezeiza,CABLEMODEM,6270010,10448
BUENOS AIRES,Ezeiza,José Maria Ezeiza,DIAL UP,6270010,4967
BUENOS AIRES,Ezeiza,José Maria Ezeiza,FIBRA OPTICA,6270010,22744
BUENOS AIRES,Ezeiza,José Maria Ezeiza,SATELITAL,6270010,723
BUENOS AIRES,Ezeiza,José Maria Ezeiza,WIRELESS,6270010,21
BUENOS AIRES,Ezeiza,La Unión,CABLEMODEM,6270010,149
BUENOS AIRES,Ezeiza,La Unión,DIAL UP,6270010,2
BUENOS AIRES,Ezeiza,La Unión,FIBRA OPTICA,6270010,2
BUENOS AIRES,Ezeiza,La Unión,SATELITAL,6270010,338
BUENOS AIRES,Ezeiza,OTROS,ADSL,Sin Datos,1299
BUENOS AIRES,Ezeiza,OTROS,CABLEMODEM,Sin Datos,3778
BUENOS AIRES,Ezeiza,OTROS,FIBRA OPTICA,Sin Datos,17407
BUENOS AIRES,Ezeiza,Tristán Suarez,ADSL,6270010,290
BUENOS AIRES,Ezeiza,Tristán Suarez,CABLEMODEM,6270010,1099
BUENOS AIRES,Ezeiza,Tristán Suarez,DIAL UP,6270010,259
BUENOS AIRES,Ezeiza,Tristán Suarez,FIBRA OPTICA,6270010,1
BUENOS AIRES,Ezeiza,Tristán Suarez,WIRELESS,6270010,21077
BUENOS AIRES,Florencio Varela,Bosques,CABLEMODEM,6274010,2
BUENOS AIRES,Florencio Varela,Bosques,DIAL UP,6274010,11319
BUENOS AIRES,Florencio Varela,Bosques,FIBRA OPTICA,6274010,491
BUENOS AIRES,Florencio Varela,Bosques,Otros,6274010,5975
BUENOS AIRES,Florencio Varela,Bosques,WIRELESS,6274010,955
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,ADSL,6274010,466
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,CABLEMODEM,6274010,32
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,DIAL UP,6274010,35
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,FIBRA OPTICA,6274010,332
BUENOS AIRES,Florencio Varela,Florencio Varela,ADSL,6274010,6216
BUENOS AIRES,Florencio Varela,Florencio Varela,CABLEMODEM,6274010,70721
BUENOS AIRES,Florencio Varela,Florencio Varela,DIAL UP,6274010,2771
BUENOS AIRES,Florencio Varela,Florencio Varela,FIBRA OPTICA,6274010,685
BUENOS AIRES,Florencio Varela,Florencio Varela,Otros,6274010,1836
BUENOS AIRES,Florencio Varela,Florencio Varela,SATELITAL,6274010,1
BUENOS AIRES,Florencio Varela,Florencio Varela,WIRELESS,6274010,1256
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,CABLEMODEM,6274010,2
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,DIAL UP,6274010,136
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,FIBRA OPTICA,6274010,23645
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,ADSL,6274010,1
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,CABLEMODEM,6274010,163
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,FIBRA OPTICA,6274010,3949
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,Otros,6274010,2622
BUENOS AIRES,Florencio Varela,La Capilla,FIBRA OPTICA,6274010,1443
BUENOS AIRES,Florencio Varela,la rotonda,ADSL,6274010,59
BUENOS AIRES,Florencio Varela,la rotonda,FIBRA OPTICA,6274010,1418
BUENOS AIRES,Florencio Varela,Villa Brown,CABLEMODEM,6274010,218
